name,cpu_brand,cpu_model,cpu_gen,gpu_brand,gpu_series,gpu_gen,ram_gb,rom_gb,reviews,price
"Игровой компьютер  (Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10 ",INTEL,I7,2,AMD,RX,580,16,512,955,242536
"Office (Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 550 (4 Гб), Windows 10 Pro), черный",INTEL,I7,2,AMD,RX,550,16,512,105,180510
"GAMER (Intel Core i7-8700K, RAM 32 ГБ, SSD 1000 ГБ, AMD Radeon RX 580 (8 Гб), Windows 11 Pro), черно",INTEL,I7,8,AMD,RX,580,32,1000,152,349893
"(Intel Core i3-12100, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Без ОС), 9M937AT 16, черный 1 январ",INTEL,I3,12,INTEL,INTEGRATED_INTEL,0,16,512,0,251716
"(Intel Core i5-14400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Windows 11 Pro), чер",INTEL,I5,14,NVIDIA,RTX,5070,32,1024,115,1092922
"(AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 10 Pro), черный",AMD,RYZEN 5,56,NVIDIA,RTX,3060,16,512,87,570676
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4060 Ti (8 Гб), Windows 10 Pro), черный",AMD,RYZEN 5,55,NVIDIA,RTX,4060,16,512,87,670262
"Игровой компьютер (Intel Xeon E5-2650V2, RAM 16 ГБ, SSD 256 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10",INTEL,XEON,26,AMD,RX,580,16,256,801,230663
"(Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 10 Pro), че",INTEL,XEON,26,NVIDIA,RTX,3060,16,512,87,398349
"(Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro), красный 5",INTEL,I5,2,NVIDIA,OTHER_NVIDIA,0,16,512,87,189625
"Pro 290 G9 SFF  A54T4ET (Intel Core i7-13700, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics 770, DOS), A5",INTEL,I7,13,INTEL,INTEGRATED_INTEL,0,8,512,0,363325
"(AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 11 Pro), черный ",AMD,RYZEN 5,75,NVIDIA,RTX,5060,32,1024,115,904249
"(Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows 10 Pro), красный",INTEL,I5,2,NVIDIA,GTX,1650,16,512,87,241633
"Demolition (Intel Xeon E5-2650V3, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows ",INTEL,XEON,26,NVIDIA,RTX,3060,32,960,87,454096
"(Intel Core i5-13400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 11 Pro), черн",INTEL,I5,13,NVIDIA,RTX,5060,32,1024,115,783281
"(Intel Core i5-2320, RAM 8 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows), черный 4.8 5 от",INTEL,I5,2,NVIDIA,GTX,1650,8,256,5,256857
"Для игр и учебы с монитором 20"" (Intel Core Q8300, RAM 4 ГБ, SSD 128 ГБ, NVIDIA GeForce GT 610 (1 Гб",INTEL,OTHER_INTEL,0,NVIDIA,OTHER_NVIDIA,0,4,128,83,214478
"ИГРОВОЙ (AMD Ryzen 7 8700F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro)",AMD,RYZEN 7,87,NVIDIA,RTX,3060,32,1024,6,650712
"(Intel Core i5-14400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows 11 Pro), ",INTEL,I5,14,NVIDIA,RTX,5060,32,1024,115,998844
"Игровой компьютер 580 8GB (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Гб), Wi",INTEL,XEON,26,AMD,RX,580,32,512,323,314502
"(AMD Ryzen 5 5600, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черный ",AMD,RYZEN 5,56,NVIDIA,RTX,3060,32,1024,33,709702
"Игровой компьютер  (Intel Xeon E5-2650V3, RAM 64 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows ",INTEL,XEON,26,AMD,RX,580,64,1024,330,438526
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows), прозрачный 4",INTEL,I5,10,NVIDIA,GTX,1650,16,256,5,362616
"(Intel Core i5-13400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 Ti (8 Гб), Windows 11 Pro), ч",INTEL,I5,13,NVIDIA,RTX,5060,32,1024,115,857292
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 (4 Гб), Windows), прозрачный 4",INTEL,I5,12,NVIDIA,GTX,1050,16,512,5,420927
"Pro 290 G9 TWR  A54WDET (Intel Core i3-14100, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics 730, DOS), A5",INTEL,I3,14,INTEL,INTEGRATED_INTEL,0,8,512,0,269275
"игровой компьютер CORETECH HYPER WHITE (AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RT",AMD,RYZEN 5,75,NVIDIA,RTX,5060,32,1024,24,988722
"компьютер офисный (Intel Core i7-4790, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 4600, Windows 10 Pro",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,16,512,9,159377
"Lenovo m79 (AMD PRO A8-8650B, RAM 8 ГБ, HDD 500 ГБ, AMD Radeon R7, Windows 10 Pro), черно-серый 4.6 ",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,0,635,51416
"(AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 Ti (8 Гб), Windows 11 Pro), черн",AMD,RYZEN 5,75,NVIDIA,RTX,5060,32,1024,115,998666
"Альфа D7 (AMD Ryzen 7 7800X3D, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5080 (16 Гб), Windows 11 P",AMD,RYZEN 7,78,NVIDIA,RTX,5080,32,1000,104,2017640
"(Intel Core i5-3570, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 2500, Windows 11 Pro), черный 1 января",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,16,512,0,98229
"Игровой (Intel Core i5-12400F, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon RX 5700, Windows 11 Pro), черный 5",INTEL,I5,12,AMD,RX,5700,32,1024,0,727656
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 500 ГБ, NVIDIA GeForce RTX 5050 (8 Гб), Windows 11 Pro), белый 2 я",AMD,RYZEN 5,55,NVIDIA,RTX,5050,16,500,0,501082
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 11 Pro), сере",INTEL,I5,12,NVIDIA,RTX,5060,32,1024,115,736130
"ПК Игровой компьютер (Intel Core i7-7700, RAM 32 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Гб), Windows 1",INTEL,I7,7,AMD,RX,580,32,512,675,297581
"(AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 11 Pro), серебри",AMD,RYZEN 5,75,NVIDIA,RTX,5060,32,1024,115,880924
"Игровой компьютер (AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 Ti (8 Гб), Win",AMD,RYZEN 5,75,NVIDIA,RTX,5060,32,1000,28,817440
"Chili Peppers (Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Wi",INTEL,XEON,26,NVIDIA,RTX,2060,16,512,233,326990
"Компьютер  (Intel Core i3-2100, RAM 8 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 Ti (4 Гб), Windows 10 ",INTEL,I3,2,NVIDIA,GTX,1050,8,512,955,214548
"(Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 10 Pro), к",INTEL,I7,2,NVIDIA,GTX,1660,16,512,87,295753
"(Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 10 Pro), к",INTEL,I5,2,NVIDIA,GTX,1660,16,512,87,281084
"PRO GAMER (Intel Core i7-8700K, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro)",INTEL,I7,8,NVIDIA,OTHER_NVIDIA,0,32,512,14,291727
"Для игр и учебы с монитором 27"" (Intel Xeon E5-2670V2, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Г",INTEL,XEON,26,AMD,RX,580,16,512,98,528584
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 (4 Гб), Windows), черный 4.8 5",INTEL,I5,10,NVIDIA,GTX,1050,16,512,5,336591
"(Intel Core i5-2400, RAM 16 ГБ, SSD 240 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный матовый ",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,16,240,1,101339
"Игровой компьютер (Intel Core i5-12400F, RAM 16 ГБ, SSD 500 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Wind",INTEL,I5,12,NVIDIA,RTX,5060,16,500,17,482275
"ПК Игровой компьютер (Intel Core i7-7700, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows ",INTEL,I7,7,AMD,RX,580,32,1024,675,333907
"BD-PC CB76C2 (AMD Ryzen 5 7500F, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows), 2",AMD,RYZEN 5,75,NVIDIA,RTX,4060,16,1024,31,607734
"(Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 1030 (2 Гб), Windows 10 Pro), красный ",INTEL,I5,2,NVIDIA,OTHER_NVIDIA,0,16,512,87,188189
"компьютер (Intel Xeon E5-2650V2, RAM 64 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windo",INTEL,XEON,26,NVIDIA,RTX,2060,64,1024,211,450125
"(Intel Core i3-12100F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows 11 Pro), черны",INTEL,I3,12,NVIDIA,RTX,4060,16,512,115,612974
"(AMD Ryzen 5 3600, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черный ",AMD,RYZEN 5,36,NVIDIA,RTX,3060,32,1024,33,620544
"Мощный игровой (AMD Ryzen 5 2600, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Гб), Windows 11 Pro), ",AMD,RYZEN 5,26,AMD,RX,580,16,512,315,349140
"Альфа D4 (AMD Ryzen 7 7800X3D, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Windows 11 P",AMD,RYZEN 7,78,NVIDIA,RTX,5070,32,1000,104,1528423
"компьютер (Intel Xeon E5-2650V2, RAM 64 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10 Pro), ",INTEL,XEON,26,AMD,RX,580,64,1024,211,355684
"Мощный игровой компьютер (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce GTX 1660 SUPER (6",AMD,RYZEN 5,55,NVIDIA,GTX,1660,16,1024,606,380145
"Chili Peppers (Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 (6 Гб), Windows ",INTEL,XEON,26,NVIDIA,RTX,2060,16,512,233,301145
"Игровой компьютер G-Force Games Intel I7-8700 RX580 32Gb 500Gb SSD (Intel Core i7-8700, RAM 16 ГБ, S",INTEL,I7,8,AMD,RX,580,16,500,0,316516
"(Intel Core i5-14400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows 11 Pro), ",INTEL,I5,14,NVIDIA,RTX,5060,32,1024,115,975089
"ThinkCentre M71E SFF (Intel Core i3-2100, RAM 8 ГБ, SSD 256 ГБ, Intel HD Graphics, Windows 10 Pro), ",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,8,256,0,40203
"Компьютер  (Intel Core i3-2100, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce GTX 1050 Ti (4 Гб), Windows 1",INTEL,I3,2,NVIDIA,GTX,1050,16,1024,330,237741
"(Intel Core i5-14400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 11 Pro), сере",INTEL,I5,14,NVIDIA,RTX,5060,32,1024,115,777647
"Chili Peppers (Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 550 (4 Гб), Windows 10 Pro),",INTEL,I7,2,AMD,RX,550,16,512,233,211050
"(AMD A8-8600P, RAM 8 ГБ, SSD 120 ГБ, AMD Radeon R7, Windows 10 Pro), черный 4.8 16 отзывов 3 января",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,120,16,71165
"Игровой компьютер  (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), W",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,512,753,407659
"Мощный игровой компьютер (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 255 ГБ, HDD 500 ГБ, AMD Radeon RX 580 (8 ",AMD,RYZEN 5,55,AMD,RX,580,16,255,606,329466
"(Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10 Pro), красный 5.0 8",INTEL,I5,2,AMD,RX,580,16,512,87,253373
"(Intel Core i5-9400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 (4 Гб), Windows), прозрачный 4.",INTEL,I5,9,NVIDIA,GTX,1050,16,512,5,333361
"Игровой компьютер (Intel Core i7-9700, RAM 64 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10 ",INTEL,I7,9,AMD,RX,580,64,1024,747,512428
"(Intel Core i5-3340, RAM 16 ГБ, SSD 240 ГБ, Intel HD Graphics 2500, Windows), черный матовый 4.8 26 ",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,16,240,26,131039
"Игровой компьютер (Intel Xeon E5-2650V3, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Win",INTEL,XEON,26,NVIDIA,RTX,4060,32,1024,801,576180
"(Intel Xeon E5-2650V3, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 10 Pro),",INTEL,XEON,26,NVIDIA,GTX,1660,32,960,87,346206
"Компьютер  (Intel Core i5-2300, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 Ti (4 Гб), Windows 10",INTEL,I5,2,NVIDIA,GTX,1050,16,512,955,215632
"Игровой компьютер  (Intel Core i7-7700, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10 ",INTEL,I7,7,AMD,RX,580,16,512,330,260441
"Компьютер (Intel Core i5-2400, RAM 8 ГБ, SSD 256 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro), ",INTEL,I5,2,NVIDIA,OTHER_NVIDIA,0,8,256,955,173181
"(Intel Xeon, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (4 Гб), Windows 11 Pro), 1, черный 31 декабря",INTEL,XEON,0,AMD,RX,580,32,1024,0,279997
"Для игр и учебы с монитором 20"" (Intel Core 2 Quad Q6600, RAM 4 ГБ, SSD 128 ГБ, NVIDIA GeForce GT 61",INTEL,OTHER_INTEL,0,NVIDIA,OTHER_NVIDIA,0,4,128,32,200910
"Игровой компьютер (Intel Xeon E5-2650V2, RAM 64 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Wi",INTEL,XEON,26,NVIDIA,RTX,3060,64,1024,747,563256
"Игровой компьютер (ПК) (AMD Ryzen 5 1600 AF, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon RX 5700 XT (8 Гб), W",AMD,RYZEN 5,16,AMD,RX,5700,32,1024,250,476091
"Chili Peppers (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 (6 Гб), Windows 10 P",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,512,233,437376
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows), черный 4.8 5",INTEL,I5,10,NVIDIA,GTX,1650,16,512,5,337585
"игровой компьютер CORETECH HYPER K3 (Intel Core i5-14400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RT",INTEL,I5,14,NVIDIA,RTX,5060,32,1024,24,919183
"Office (Intel Core i3-2100, RAM 8 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4.",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,8,120,105,80369
"310SC (Intel Core i7-12700, RAM 32 ГБ, SSD 1024 ГБ, Intel UHD Graphics 770, Windows 11 Pro), 2017895",INTEL,I7,12,INTEL,INTEGRATED_INTEL,0,32,1024,9,572561
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 11 Pro), черн",INTEL,I5,12,NVIDIA,RTX,5060,32,1024,33,805862
"Lenovo m79 (AMD PRO A8-8650B, RAM 32 ГБ, HDD 500 ГБ, AMD Radeon R7, Windows 10 Pro), черно-серый 4.6",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,32,0,635,122574
"Игровой компьютер (Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Win",INTEL,I5,12,NVIDIA,RTX,3060,16,512,955,498294
"Colorful (Intel Core i5-2400, RAM 16 ГБ, SSD 240 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro), ",INTEL,I5,2,NVIDIA,OTHER_NVIDIA,0,16,240,25,159540
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V96 (Intel",INTEL,I3,0,AMD,RX,580,16,128,2,229336
"ПК Игровой компьютер (Intel Core i7-7700, RAM 32 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (4 Гб), Windows 1",INTEL,I7,7,AMD,RX,580,32,512,675,284425
"(Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 10 Pro), че",INTEL,XEON,26,NVIDIA,RTX,3060,16,512,87,401684
"(AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 10 Pro), чер",AMD,RYZEN 5,56,NVIDIA,GTX,1660,16,512,87,447307
"Игровой компьютер (Intel Core i5-2300, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 Ti (4 Гб), Win",INTEL,I5,2,NVIDIA,GTX,1050,16,512,74,244995
"(AMD Ryzen 5 5600, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 3060 (8 Гб), Windows), черный 4.8 283 о",AMD,RYZEN 5,56,NVIDIA,RTX,3060,32,960,283,626127
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V97 (Intel",INTEL,I3,0,AMD,RX,580,8,128,2,210140
"Мощный игровой компьютер (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 255 ГБ, HDD 500 ГБ, AMD Radeon RX 580 (8 ",AMD,RYZEN 5,55,AMD,RX,580,16,255,606,324397
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), чер",INTEL,I5,12,NVIDIA,RTX,3060,32,1024,33,701788
"Colorful (Intel Core i5-2400, RAM 8 ГБ, SSD 120 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows 10 Pro), б",INTEL,I5,2,NVIDIA,OTHER_NVIDIA,0,8,120,25,140687
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черн",INTEL,I5,12,NVIDIA,RTX,3060,16,256,33,605165
"Demolition (Intel Xeon E5-2650V3, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windo",INTEL,XEON,26,NVIDIA,RTX,2060,32,960,87,389884
"Компьютер  (Intel Core i5-2400, RAM 8 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 Ti (4 Гб), Windows 10 ",INTEL,I5,2,NVIDIA,GTX,1050,8,512,955,222766
"Chili Peppers (AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Window",AMD,RYZEN 5,56,NVIDIA,RTX,2060,16,512,233,483719
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,512,33,512397
"Игровой компьютер  (Intel Core i5-12400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Wi",INTEL,I5,12,NVIDIA,RTX,4060,32,1024,753,715723
"Pulse (Intel Core i5-14400F, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows), черный",INTEL,I5,14,NVIDIA,RTX,5060,32,960,402,826689
"Игровой компьютер RTX 3060 12GB RAM 32GB SSD 512GB 2680v4 (Intel Xeon E5-2680V4, RAM 32 ГБ, SSD 512 ",INTEL,XEON,26,NVIDIA,RTX,3060,32,512,323,506321
"Office (AMD A10-6800K, RAM 8 ГБ, SSD 240 ГБ, AMD Radeon R5, Windows 10 Pro), черный 4.8 105 отзывов ",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,240,105,86444
"Мощный игровой (Intel Xeon E5-2680V4, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon Pro Vega 56 (8 Гб), Windows",INTEL,XEON,26,AMD,OTHER_AMD,0,32,1024,315,458444
"(Intel Core i5-3570, RAM 8 ГБ, SSD 120 ГБ, Intel HD Graphics 2500, Windows 10 Pro), черный 4.8 162 о",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,8,120,162,97841
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows), прозрачный 4",INTEL,I5,10,NVIDIA,GTX,1650,16,512,5,377676
"Demolition (Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows 10 ",INTEL,XEON,26,NVIDIA,GTX,1650,16,512,87,247955
"Pro 400 G9 TWR  99N67ET (Intel Core i5-13500, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics 770, DOS), 99",INTEL,I5,13,INTEL,INTEGRATED_INTEL,0,8,512,0,338432
"Мощный игровой компьютер (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 256 ГБ, HDD 1000 ГБ, AMD Radeon RX 580 (8",AMD,RYZEN 5,55,AMD,RX,580,16,256,606,334687
"компьютер (Intel Xeon E5-2650V2, RAM 64 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows ",INTEL,XEON,26,NVIDIA,RTX,3060,64,1024,211,508284
"(Intel Core i5-3570, RAM 16 ГБ, SSD 120 ГБ, NVIDIA GeForce GTX 1050 Ti (4 Гб), Windows 10 Pro), черн",INTEL,I5,3,NVIDIA,GTX,1050,16,120,162,178892
"(AMD Ryzen 5 5600G, RAM 16 ГБ, SSD 240 ГБ, AMD Radeon Vega 7, Windows 10 Home) 5.0 1 отзыв 1 января",AMD,RYZEN 5,56,AMD,OTHER_AMD,0,16,240,1,271515
"Игровой компьютер (Intel Core i5-12600KF, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4060 Ti (8 Гб), ",INTEL,I5,12,NVIDIA,RTX,4060,16,512,14,667436
"(Intel Core i5-3570, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1050 Ti (4 Гб), Windows 10 Pro), черн",INTEL,I5,3,NVIDIA,GTX,1050,16,512,162,242492
"(Intel Core i3-3240, RAM 8 ГБ, SSD 240 ГБ, Intel HD Graphics 2500, Без ОС), черный 1 января",INTEL,I3,3,INTEL,INTEGRATED_INTEL,0,8,240,0,82953
"Для игр и учебы с монитором 22"" (Intel Xeon E3-1220, RAM 8 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 650 (1",INTEL,XEON,0,NVIDIA,GTX,650,8,256,52,328441
"(Intel Core i5-9400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1650 (4 Гб), Windows), черный 4.8 5 ",INTEL,I5,9,NVIDIA,GTX,1650,16,512,5,297738
"Мощный игровой (Intel Xeon E5-2680V4, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows 11 P",INTEL,XEON,26,AMD,RX,580,32,1024,315,421112
"NicePC (Intel Xeon E5-2650V2, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10 Pro), черн",INTEL,XEON,26,AMD,RX,580,16,512,19,310223
"D6 (Intel Core i7-12700KF, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4070 (12 ГБ), Windows 11 Pro), ",INTEL,I7,12,NVIDIA,RTX,4070,16,512,2,1445787
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 5050 (8 Гб), Windows 11 Pro), черны",INTEL,I5,12,NVIDIA,RTX,5050,32,512,33,719639
"(AMD Ryzen 5 5500, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,55,NVIDIA,GTX,1660,32,512,33,521053
"(Intel Core i3-3240, RAM 8 ГБ, SSD 120 ГБ, Intel HD Graphics 2500, Без ОС), черный 28 декабря",INTEL,I3,3,INTEL,INTEGRATED_INTEL,0,8,120,0,95505
